273K: 1=dg3375-07 2=dg3375-05 3=dg3375-06 4=ep855-08 5=ep855-09
# species       # reactions     # init conditions 
4               3               5
# samples       tmin    tmax    iobs 	prt skip t 
100000		0.0	140  	688	250 
output flag log flag case flag  ipred
3           0        1          0
lsq criteria:	eps	tol	imax
		1d-9	1d-9	80
'T  '   't0 '   '1'	'2E'   'cat'	'cmpx'	
273.0	0.0	0.1785	0.0275	1.48E-4	3.00E-4
0	0	0	0	0	0	
273.0	0.0	0.1965  0.0408  1.19E-4 2.90E-4
0	0	0	0	0	0	
273.0	0.0	0.1729  0.0626  1.32E-4 2.67E-4
0	0	0	0	0	0	
273.0	0.0	0.1531  0.0495  1.14E-4 2.53E-4
0	0	0	0	0	0	
273.0	0.0	0.1591  0.0391  1.38E-4 2.76E-4
0	0	0	0	0	0	
                1	1	1	1	0    these are flags for printing
k name, k, ifit, ktp, ktx, # species, species # (1 line ea. fwd and rev rxns)
'k1 '   370.0     1      0       0       2	1	3	1 + cat <-> 2E
'k-1'     0.0     0      0       0       1	4
'k2 '    15.95    1      0       0       1	4               cmpx <-> 2E + cat
'k-2'     0.0     0      0       0       2	2	3
'k3 '   1.00d-16  0      0       0       1	1               1 <-> 2E 
'k-3'   3.18d-3   1      0       0       1	2	
5       1       70      0.005690016517108       5.69001651710762E-05
5       1       72      0.005300951344879       5.3009513448786E-05
5       1       74      0.005341436849728       5.34143684972781E-05
5       1       76      0.00517138057267        5.17138057266952E-05
5       1       78      0.005085833429456       5.08583342945606E-05
5       1       80      0.005314828715731       5.31482871573052E-05
5       1       82      0.00494712443609        4.94712443609016E-05
5       1       84      0.004769724378233       4.76972437823315E-05
5       1       86      0.004753130164541       4.75313016454092E-05
5       1       88      0.004833941077412       4.83394107741196E-05
5       1       90      0.004839008645905       4.8390086459048E-05
5       1       92      0.004818926227669       4.81892622766882E-05
5       2       2       0.048855417489342       0.000488554174893
5       2       4       0.058130746623783       0.000581307466238
5       2       6       0.067309339585498       0.000673093395855
5       2       8       0.075875081256953       0.00075875081257
5       2       10      0.084249717323287       0.000842497173233
5       2       12      0.092366364779959       0.0009236636478
5       2       14      0.100063504831649       0.001000635048316
5       2       16      0.107522713211107       0.001075227132111
5       2       18      0.114774089174267       0.001147740891743
5       2       20      0.121601062529283       0.001216010625293
5       2       22      0.128112603671514       0.001281126036715
5       2       24      0.134367468684216       0.001343674686842
5       2       26      0.140247105042904       0.001402471050429
5       2       28      0.145857055568047       0.00145857055568
5       2       30      0.150941692405445       0.001509416924054
5       2       32      0.155860565857134       0.001558605658571
5       2       34      0.160274440038229       0.001602744400382
5       2       36      0.164323526570045       0.0016432352657
5       2       38      0.168183350160993       0.00168183350161
5       2       40      0.171593794325585       0.001715937943256
5       2       42      0.174811633173292       0.001748116331733
5       2       44      0.17745805182224        0.001774580518222
5       2       46      0.179918811895811       0.001799188118958
5       2       48      0.181940831899277       0.001819408318993
5       2       50      0.183771941710658       0.001837719417107
5       2       52      0.185295464877502       0.001852954648775
5       2       54      0.186727415672891       0.001867274156729
5       2       56      0.187569205731596       0.001875692057316
5       2       58      0.188495336248484       0.001884953362485
5       2       60      0.18943217283692        0.001894321728369
5       2       62      0.189943063635138       0.001899430636351
5       2       64      0.190377859318835       0.001903778593188
5       2       66      0.190768674596011       0.00190768674596
5       2       68      0.191114490159922       0.001911144901599
5       2       70      0.191358606812793       0.001913586068128
5       2       72      0.191475211879822       0.001914752118798
5       2       74      0.191510880927304       0.001915108809273
5       2       76      0.191699675026689       0.001916996750267
5       2       78      0.191856849600975       0.00191856849601
5       2       80      0.192078497500592       0.001920784975006
5       2       82      0.191920901616481       0.001919209016165
5       2       84      0.192090523669502       0.001920905236695
5       2       86      0.192015040196996       0.00192015040197
5       2       88      0.192077349687249       0.001920773496872
5       2       90      0.192250512142297       0.001922505121423
5       2       92      0.192152128209295       0.001921521282093
5       3       2       0.000120641767645       4E-06
5       3       4       0.000131665038577       4E-06
5       3       6       0.00014685680312        4E-06
5       3       8       0.000133161652887       4E-06
5       3       10      0.000143280135414       4E-06
5       3       12      0.000145425740085       4E-06
5       3       14      0.000140748936774       4E-06
5       3       16      0.000162893638006       4E-06
5       3       18      0.000178440059374       4E-06
5       3       20      0.000179478091793       4E-06
5       3       22      0.000165249522884       4E-06
5       3       24      0.000205400736374       4E-06
5       3       26      0.000189571265459       4E-06
5       3       28      0.000197635901726       4E-06
5       3       30      0.000203732269268       4E-06
5       3       32      0.000185534071057       4E-06
5       3       34      0.00021906128057        4E-06
5       3       36      0.000213187177524       4E-06
5       3       38      0.00022012673355        4E-06
5       3       40      0.000228175259629       4E-06
5       3       42      0.000222007526035       4E-06
5       3       44      0.000254458311542       4E-06
5       3       46      0.000237799274278       4E-06
5       3       48      0.000260184025896       4E-06
5       3       50      0.000240479615382       4E-06
5       3       52      0.000244300970367       4E-06
5       3       54      0.000274295091161       4E-06
5       3       56      0.000268902488437       4E-06
5       3       58      0.000265818325039       4E-06
5       3       60      0.000294718231457       4E-06
5       3       62      0.000280494341834       4E-06
5       3       64      0.000269227076749       4E-06
5       3       66      0.000270454117844       4E-06
5       3       68      0.000273475471919       4E-06
5       3       70      0.000293224592193       4E-06
5       3       72      0.000303324992087       4E-06
5       3       74      0.000278517893368       4E-06
5       3       76      0.000265144412417       4E-06
5       3       78      0.000272928410604       4E-06
5       3       80      0.000294805081767       4E-06
5       3       82      0.000290279059385       4E-06
5       3       84      0.00028660749475        4E-06
5       3       86      0.000285389750705       4E-06
5       3       88      0.000293198235095       4E-06
5       3       90      0.000288900330893       4E-06
5       3       92      0.000305205054225       4E-06
5       4       2       0.00027069296039        4E-06
5       4       4       0.000267495897596       4E-06
5       4       6       0.000288777642745       4E-06
5       4       8       0.000250089507046       4E-06
5       4       10      0.000261891485812       4E-06
5       4       12      0.000271766948275       4E-06
5       4       14      0.000252322262189       4E-06
5       4       16      0.00022520064015        4E-06
5       4       18      0.000231918591467       4E-06
5       4       20      0.000237826383355       4E-06
5       4       22      0.00020528835409        4E-06
5       4       24      0.000233891663842       4E-06
5       4       26      0.000225122691477       4E-06
5       4       28      0.000213012111229       4E-06
5       4       30      0.000202252006242       4E-06
5       4       32      0.000213353046325       4E-06
5       4       34      0.00019321116571        4E-06
5       4       36      0.000187431551904       4E-06
5       4       38      0.000179257153105       4E-06
5       4       40      0.000188465535174       4E-06
5       4       42      0.000139383455533       4E-06
5       4       44      0.000160663422797       4E-06
5       4       46      0.000146577902112       4E-06
5       4       48      0.000163503878988       4E-06
5       4       50      0.000160125785241       4E-06
5       4       52      0.000125419553154       4E-06
5       4       54      0.000135295074758       4E-06
5       4       56      0.000114594308424       4E-06
5       4       58      0.000128336158775       4E-06
5       4       60      0.000137453947476       4E-06
5       4       62      0.000118013443153       4E-06
5       4       64      0.000134580158661       4E-06
5       4       66      0.000121186870428       4E-06
5       4       68      0.000118111703527       4E-06
5       4       70      0.000125499430363       4E-06
5       4       72      0.000111750232596       4E-06
5       4       74      0.000116232827031       4E-06
5       4       76      0.000126298969796       4E-06
5       4       78      0.000123259416338       4E-06
5       4       80      0.000117463415841       4E-06
5       4       82      0.000108323600593       4E-06
5       4       84      9.19991524704217E-05    4E-06
5       4       86      0.000122201233995       4E-06
5       4       88      9.83965476841268E-05    4E-06
5       4       90      9.62240817649497E-05    4E-06
5       4       92      0.000119962644711       4E-06

1	1	0	0.178452853917019	0.00178452853917
1	2	0	0.027535654502126	0.000275356545021
1	3	0	0.000147684869727	4E-06
1	4	0	0.00030017472159	4E-06
2       1       0       0.196518475086475       0.001965184750865
2       1       0       0.040764877375741       0.000407648773757
2       3       0       0.000119246490078       4E-06
2       4       0       0.000290205042214       4E-06
3       1       0       0.172886725245276       0.001728867252453
3       2       0       0.062612321507633       0.000626123215076
3       3       0       0.000131803827092       4E-06
3       4       0       0.000267294889216       4E-06
4       1       0       0.153074079349427       0.001530740793494
4       2       0       0.04947320660499        0.00049473206605
4       3       0       0.000114188709164       4E-06
4       4       0       0.000253079990148       4E-06
5       1       0       0.159125698468124       0.001591256984681
5       2       0       0.039055788190298       0.000390557881903
5       3       0       0.000138016866205       4E-06
5       4       0       0.000275575878768       4E-06




